ID,ETA
068LPPHT,1039.7089186698431
068SFQA9,651.2451707916089
068UCEPC,233.0635236040353
0691U1JC,1872.1241356715689
069BSPHP,418.7071885828653
06AOL01H,679.8296657197678
06CEOTQC,529.1488729197665
06CFZR6E,1074.4860356731722
06CVC448,1225.4357798767953
06CXSKMU,1195.7732595315122
06D0E3KC,1453.7817102692425
06DFEQZ7,983.9429466326538
06DXMGUO,2362.4557907384865
06GA8ARZ,873.2572232094611
06GIU733,740.2916299344571
06MCRXT6,1341.9315480532682
06ORD9WN,138.72484958923974
06OUB6OS,1359.6305899549625
06P03TWM,988.2408551048303
06RWWZZH,976.8186260293841
06S130OX,686.9635383154236
06SOL5GK,1847.0637811467711
06SZG8Y5,590.6029204059774
06TNRS1U,1390.8997375197882
06U6M2NH,25.837854793527487
06VRLQT8,731.4477092904197
06WM2Y19,970.5059774408289
06WM308W,699.6014744780293
06Y4FCO1,856.8692477957234
07267YG9,515.6297239818997
077FWN85,2460.860778600626
07A1WJ9E,748.1309023213793
07C49TB3,1159.6000590707238
07CKIEW8,1392.3220448901493
07CNY7D8,1400.9268203580828
07EVD777,923.8629824531246
07FISW9T,1084.9194218605942
07GUFWBR,1752.1265032664355
07IEVENH,810.8202743065142
07IF6KHK,1173.9530649565572
07IZ0Z85,1292.6147863215128
07JKKTSS,742.8202611589408
07PFFIAF,736.5050130923808
07QA4M95,1172.8677361274636
07SBP22Y,468.9414841288234
07WW0QID,1350.87118960906
07X3SYX5,1362.6630162304107
07X53A6Z,831.5287454477979
07YOWWRB,1635.8487843416667
080DI3AT,538.4280042496086
0828VVUO,484.2110998724619
085E71EE,808.1502482248069
086T5YRJ,657.3964824454184
089Z50UC,2141.002272818131
08B39OO5,1801.5786368244355
08B6V8Y8,1511.1029536300966
08C0Q6P3,2143.2849459388976
08C8SRIK,350.5753434533889
08FZZWFQ,1366.7471574383635
08GUYACU,1257.7477115111863
08HS01EQ,924.5739922168397
08J9YEI3,1315.9818380576835
08JITE5A,872.3883773267748
08LIIZLO,2130.681870767969
08LP3Q2I,2049.9085925544673
08MUM1CR,363.1774337284717
08MVPYPO,1745.5416874950927
08O9UWNZ,2087.8808614589316
08OABO3R,493.3722397865417
08QGBHGA,731.8348513297611
08QYBGXI,1197.361235175478
08R6ZVON,1109.5484057045135
08TZE8NA,1161.3132580109589
08VMBN9C,1598.076659090443
08XXGGRT,1604.6238825408916
08ZI74OK,1284.233694954486
08ZSZEN4,1777.8892824760155
091XPF0K,1642.5481612175058
091XQTBJ,1182.5689167292057
091YNWIU,1272.2731042139897
094ZTEFA,553.8255548163299
0952TCAS,1247.4200919733855
098FBDIW,1165.4711210082771
0998XHUQ,1375.822080475353
099MYABK,1917.296741426444
09ABB2KM,1996.0239397926568
09ACSOXI,2679.3141708330404
09EBGS5O,1190.1533010799262
09FK0F66,1639.3952793121325
09FO9SIF,848.7245381878904
09GH71NT,2250.6518359920724
09HD0YI6,901.5911866271653
09HDGET4,903.2733105086016
09ICDX5F,72.85975425414482
09KN9WSX,1360.8308087163782
09QHKQ3H,1267.1575948397822
09R2S2OL,682.814133901434
09RGV68E,1130.6029823220504
09TL2OK5,2604.306514516512
09VA0UVS,386.2602546261802
09VI40GE,698.1774389733706
09Y4HKAU,1827.1697194691417
0A2WP5I1,1869.2702983800605
0A4IF5IE,489.05758605047265
0A6JVNQ9,792.0095917661763
0A8DLESC,585.2609967219564
0A8KD8FR,2038.5338430547458
0A8PE7N8,675.8598636872171
0A9G2GKR,841.2926268124182
0ABI7YZI,945.4059086571606
0ACL4GE4,1289.0799323469653
0AE9Q6S6,1289.595793871232
0AEDU6N1,983.0878864121327
0AEYILJW,770.5089075540038
0AG26SV3,1141.246670851437
0AGPSN7S,360.9902768634838
0AHTK9PS,718.4306251145404
0AI5NQ4I,739.9203986294177
0AI9E4PW,662.4678574301088
0AIPDFU5,2063.453794120245
0AM4C382,1102.5088721698012
0AM4X31Y,1699.3068653839478
0AMMHKBP,1288.4153038838804
0ANE39OH,1303.4782163740356
0AQ7DKZ6,786.5843375637663
0AQYJ1EI,2098.9578100201697
0ARUJQB7,956.7835755744269
0ASRAPYL,775.0967477273718
0AU00TTX,965.0676934910805
0AU651JY,256.1424711830608
0AU9KWV4,1299.5940943019307
0AVWYCBB,1748.206450468961
0AWGGELS,1199.1577297264603
0AWU3268,1045.195639262965
0B12FA6B,1323.3279379885253
0B60J0B0,523.7720732636287
0B63Q5F7,1226.8280938347903
0B6FX9T9,1576.6438404925811
0B6WF0WX,717.0051216923097
0B8R48AD,1020.3008259720252
0B9FM9GX,832.37267705818
0BAAI1KB,862.2819006371112
0BB04DMT,992.689135909572
0BBC3M1E,1068.6329817166254
0BBJVG4P,379.92942210511075
0BKL43RW,1487.8803143586213
0BKNTW7Q,1075.3003732688896
0BMO8WFV,899.1703414839978
0BNLXS2Z,748.2734726843639
0BWN88JF,1027.5558131669554
0BWOCKC6,334.10655326513483
0BXQ02WU,508.77015049199184
0BY9S4ZK,2012.1018401342972
0BYGZF96,570.3266285794865
0C071KTQ,1220.629130331756
0C70YT2B,1132.1436007377974
0C7RB75M,1182.9390072741194
0C9CRMMJ,1170.5956545926285
0CDEFI9H,883.3409331785776
0CDHW765,1238.8366940232559
0CE9D959,1388.8902634912906
0CI4SI4U,1100.1880786547172
0CN48HQE,732.6697807119705
0CNGE3KT,844.3732267383203
0CO2AVXL,994.8166632227325
0CO7XZEU,687.5376852361392
0CQJT8N0,803.4690632729087
0CVYNVXH,1056.5258975953232
0CW8KLZU,474.1577204582355
0CXUE2HD,554.1903716727614
0D1HOPK2,488.5950130415692
0D64D88H,941.0699698757546
0D9F0TD9,765.009861139611
0D9IZIFT,1179.0273551129244
0DC8TSA5,465.10127724881664
0DD04BRF,626.2737696224578
0DG888MU,1455.759694397845
0DI3QBKT,934.4722903948867
0DI3T6U5,1441.5989776932024
0DLLL8UH,1605.4831847349542
0DLX021A,886.3031178771644
0DN3JKCJ,1576.9109980999876
0DP7XMAJ,1122.4870213842134
0DP8U15E,225.24241194262981
0DRCYM0J,1094.7051364313047
0DRVBBI7,629.2846264838468
0DS2NH54,1581.8719585513882
0DSCUCUN,623.3052323765497
0DTN9JO2,1471.1907535844634
0DU6UMNT,658.6855460366154
0DV1RV2Y,2137.237263098233
0DZQHAHA,223.99855775037054
0DZVAYFE,960.925654292984
0E4P9CH6,1904.1353278582064
0E59LA8R,1312.688734578136
0E5GF7JE,856.8066840311598
0E77FH2A,286.1315731581881
0E9KE981,2034.1549152530965
0EBL7OIP,1410.5453311581357
0ECSCHK8,929.2550649219108
0EGN4TI6,714.3244884124489
0EHZPH02,744.4456504427229
0EOML8AY,1404.068957796788
0EPMV2PL,1003.2073368614025
0EQQTZFG,1553.3902694702203
0ER2DXIA,895.50722697351
0ER9P8R4,1822.615250833484
0ES79T3E,484.5073733470434
0EU893UQ,390.35951097620364
0EV7KZI8,761.093184231567
0EWDOM3N,231.23304801293008
0EWNWWE7,632.5770234543645
0F14JZZL,2332.807704187481
0F2TIPH4,1353.0858374230688
0F2YAMBK,1083.5046441771433
0F31OY9N,1076.9853199128506
0F32DM4P,1197.3180949842285
0F39YIXV,733.4447040995826
0F3F2P6N,1068.5509843563125
0F3IEGY5,969.5041873384777
0F4OUTQK,641.0394606272175
0F66FHX6,791.7802176891914
0F7T6NPW,456.6603306867383
0F7Y5KV9,1668.8793286298012
0F81KQKO,1336.7668587534347
0F8G2XIZ,1545.8625770611523
0FBL6UER,1350.4377385119906
0FCDKBBW,1362.3196033445067
0FCJHBJ9,2362.7452764307254
0FDC4NKA,2016.8165324977076
0FE3S1QC,1020.8071996153703
0FFIUPND,1170.2165139600284
0FFMUNDJ,640.3661626494528
0FGG8MU3,872.9991961685937
0FGUQ7HW,896.827279474312
0FKAUY51,1524.6650914036572
0FKGDMSG,1240.5088540509314
0FLQCDSY,256.7522616859548
0FLR4GM0,498.8829412435236
0FN1UXFN,881.0830406652096
0FSJ6V50,1794.864088916008
0FTKGNYG,441.18605245791537
0FTU1MGP,756.2495147518491
0FWU5PWH,1952.2449388718808
0G0DXH8X,844.9179686789199
0G2R5YHH,1495.002714686337
0G3K45P7,1198.8433856436516
0G50TMTT,1821.5281666294195
0G7DJZ7Z,1937.0068833852124
0G8WHMFW,943.1673780792313
0GEQHEB4,568.9867317960184
0GEZH5JP,592.5334725097422
0GFCXXW8,671.4115394333495
0GFI9N0O,740.224005636626
0GGG0VIF,2020.796028682658
0GIQNQAY,1700.3795305230026
0GJ9TY1A,894.9331464877728
0GKVFUX8,961.3545291880442
0GKX2VG8,1695.909986044446
0GLCFF1E,756.3117506798126
0GM54HVH,471.73187690906974
0GQDEOPT,1162.0082033516853
0GS96NVC,1211.7799643975352
0GUMANF3,1662.5444600966084
0GVQ6GDA,1240.6005373215955
0GX32ZYK,2047.6931572493454
0GZ0NQ1C,1182.4737928116908
0GZJUQF5,231.43662851868615
0H0267E2,767.515828462197
0H05HF9Z,970.4034277963098
0H0V9PGE,1179.894019514486
0H1JSF93,396.9162105696177
0H2K8H5A,717.2677540031968
0H2M0GPF,1695.0643795209637
0H476IVM,1659.646643110403
0H55X7EW,827.4013315388432
0H571I24,1698.8156902070382
0H73Z7V3,1809.6618375980602
0H7B3OOA,482.5132329339125
0H7S3SYH,1010.8767278112524
0H8DF8L6,1662.621704248452
0HB5PT8X,458.9032062478348
0HB7X2JF,601.1190245144084
0HCIXYSU,2031.4869251372938
0HD9HP9E,617.5422136422326
0HDI2U1Q,847.5620421089161
0HECDM05,1258.8952939570374
0HEL6PGY,720.8393567804812
0HF43PYC,1124.0056012193718
0HF5O4OD,310.9585119509648
0HFMMLDA,1117.582599281458
0HIT4TTP,211.73732929290864
0HJF0URK,213.59465929686988
0HLIVTMS,584.4515679452517
0HLNUPLT,1017.6943119545581
0HLXE3ZI,185.22566802058546
0HMQIYPM,165.9235540673232
0HP4365G,2083.5788820492407
0HPUVRU8,457.77544840004515
0HRHNMC1,684.1845011887679
0HS7X6R3,1377.22967713283
0HSIBPMO,593.405130464424
0HUPWY82,369.87080435660516
0HVD5VWB,863.6060922291008
0HWOHRY8,982.7171321494931
0HX8FONP,1539.4896994058563
0HYSNU1Y,1299.1759713585373
0HYZ05WZ,1629.5420484069186
0HZ5MYJI,1118.2477884554753
0I1GMGVC,1512.2945094528247
0I2F3J3O,980.687204038589
0I2QHXK3,477.6880041421575
0I6CJP0F,1152.364642233387
0I6PT1F1,1148.053297334162
0I7HN3J7,89.97859699504141
0IB5XMZJ,1036.3811769318154
0IB7COLW,831.8192984650261
0ICRYA80,455.8448461572619
0IFFESB6,1549.4655359525905
0IFP7ROO,1711.8040228499904
0IG2BR5T,1027.0336463842093
0IG9FW38,502.4616123511075
0IIRYE9Z,398.1535234392656
0IJ2NOPG,1189.8967578997583
0IJA3J1O,767.4983895184786
0IJJP2W3,2038.219941388838
0IK6A7XF,1426.8450144426465
0ILOGGJ8,1294.6350740893376
0IP99PK0,1071.1122321455152
0IPVBHDD,1480.6547256898534
0ISE3PJ3,558.3672845978933
0ISSSQG7,812.6713180830178
0IV46QD0,1929.2658819067951
0IVAXTUN,674.9389607657888
0IWSCWLO,1016.6497562643121
0IZS3VNH,642.9632980034377
0J0ZCHXP,528.7980013976577
0J3EYUHR,875.8479327326836
0J3KJ2KH,687.2544617521528
0J3L55NC,849.1627983363062
0J3UJKSU,2022.0668203772211
0J41THTB,659.6783069996591
0J5AEO2M,1342.657917297689
0J6E7LY8,409.0950483421134
0J7J4HNN,1076.5990726558707
0J7SLEKF,557.5031721490103
0J8MPAV6,451.59297641623755
0JACFL3V,1691.6895922657934
0JBFE2PH,1894.4851491131094
0JEP0R2S,832.6751044560726
0JG91C9W,1428.5175579242873
0JGK1LQK,1315.1363526036039
0JJXUGLY,1581.6041750771276
0JK4DKKE,1831.2221810645005
0JNDEHDI,1573.3959474348455
0JQ1M3AS,1419.2877991535897
0JROFAWV,1132.9214501794356
0JSE3S33,1518.0246791425957
0JURW1M2,1022.9629202827878
0JVCZVZZ,837.9850189535726
0JW5IRCD,501.95456446161637
0JX5IMZC,677.9444097361365
0JY8MTVX,704.9371404907047
0JZGJF2D,1544.4737958620424
0K2ABY91,521.6317383962264
0K2QREUZ,860.0290666813788
0K4MZ4QN,1296.2978108088503
0K4RAYK7,1545.695670124731
0K6SGE6G,730.2048695242898
0K8P60CM,1772.5553402721753
0K90YW84,1827.1697194691417
0K9FWGLI,678.3640220094097
0KDJ6K10,1357.6188115440066
0KGC679Q,1194.7512642732286
0KGQCL5R,1261.176119428478
0KI9HYG3,1278.0106456660687
0KJCEX6I,758.7009580092993
0KKDP0S8,2206.0967313821766
0KKJZ9EJ,1261.8150742793912
0KKVTTVE,752.6973528157737
0KLK0W38,1360.5266598272497
0KLRUX4Q,461.97132619675887
0KMT21YT,818.5853689821212
0KONO2P9,1876.1618273835006
0KQDFCE5,405.0777159993374
0KRN4ICF,329.5165607236469
0KRPNGJ2,1053.139463823566
0KRWOMT1,1472.6505537246346
0KS8LWPF,1395.1540305501082
0KTHUG0G,313.7494275339454
0KU5XDFJ,1325.058945411307
0KUMMHLI,1202.7529444484558
0KUR4RQB,371.1768969048267
0KUVT3SB,685.7525149102497
0KWKI6UJ,830.6307206648717
0KXIGL0U,690.1463268413645
0KZDTQU7,1725.872655902803
0L0IZGEA,1859.7108271164936
0L1WJ4BQ,604.1004716913222
0L208L73,1862.2621526548428
0L2ZLCB5,695.2613443881638
0L5YHAEE,828.6566711298252
0L64XSR5,1259.7257838170315
0L808MT7,687.7937274446941
0L92ADVW,1041.7366338607585
0LAG7IF5,908.445875123281
0LBEWH0Q,933.5377398382954
0LCO8R6F,1604.9529373217508
0LDKXA7U,244.51027219276324
0LDMC39Z,1040.5199052344428
0LG5RNGJ,607.1769282872466
0LJJ6ZOA,1567.0833244226944
0LOXO57T,1144.670159987967
0LPHF5OO,275.13217872116593
0LSTM065,942.5034275938367
0LU3S5A6,1167.1670117156316
0LVGJ7LG,1343.3781745068136
0LXYT7M5,556.4898250438875
0LZ1G793,1384.9436195806534
0LZY1AOV,1190.1092398933022
0M0RCT4F,1285.4260674538918
0M11OXUX,2222.322314045513
0M21TB5L,1588.6800873261343
0M2I19CG,697.915960858753
0M3KH0K2,1320.0774328909556
0M4MEXQY,256.7902608233985
0M5LM9DF,1698.054778781993
0M6AK6K5,1981.7386555450282
0M6RLZJF,683.7872546944733
0MAQFD7O,1907.6777297083029
0MAY8KTF,1325.9590066628682
0MCG8OFD,1725.376637389819
0MCOGPIW,711.9828177197559
0MDNCOFC,448.4244476132045
0MEMYPK6,604.2519810801894
0MFGMWW9,1909.5673893860173
0MLJP87V,1305.9474303618997
0MOAF70I,1111.5168283298144
0MSUBBY0,1000.1039568466848
0MSZTHLX,2003.762324179029
0MUA3H1C,36.334981157514136
0MUAXF2M,726.9463084452855
0MVUM3PV,138.65127789121988
0MX7XDGN,1215.721431383609
0MY2XGNV,1005.7055734145233
0N06B6ND,707.9279245219695
0N0O8ZV3,770.1642324222959
0N3GPV5V,1505.4091461680607
0N4L67XT,815.9234261727931
0N7R6SAE,743.26323418253
0N8D4KGF,1147.5440591301829
0N93FQLM,1921.4403599347154
0N98W33B,1936.3424129660864
0NBJAU64,828.1409076818784
0NBSKQSQ,1053.6199905546468
0NBT7ZL4,1089.6264212038113
0NCSDZG9,975.1240307640918
0NE8EBIJ,1287.303140887501
0NEQIO3I,465.7420175243409
0NH1YEA7,2238.9763063591527
0NI97JOT,838.4006296907605
0NJVAOBK,911.5254722617525
0NKL6OCH,35.99998684930055
0NKP7POR,1418.9211263632596
0NKXJ6EX,1286.2611350253103
0NLCUQ3W,1320.7351106045248
0NLUTG93,461.1932214265102
0NNGPBTO,1189.0995886745973
0NP1003J,1095.84675448724
0NRNFM4G,459.74844015363095
0NSDUFH3,792.9616923486411
0NT8OZBY,1551.9749342181547
0NU6EIXV,627.0400734123032
0NWQ9PEL,597.7018714320368
0NX70HQO,619.9981726974764
0NXBHIAP,1070.09489256671
0NXS6CZD,592.4267360824163
0NXSLFKB,693.110709555583
0NZSLWO7,845.9923612323882
0O12G7SG,1056.7674324351005
0O14JQL3,1141.1323102673416
0O1O8CAQ,1063.5854651649536
0O1RZ721,1553.332191017041
0O2K0NR2,1276.5089599638006
0O3FXM0T,1134.9496883361571
0O3T1JPZ,1219.0384353758284
0O641TAR,823.7226687616593
0O6AJ60E,100.6510570491781
0O6SE9AG,654.3169736748621
0O9LOPNE,135.90697950775777
0OB3XIXL,1007.1761633366839
0OC0BOBO,1614.7293753651975
0OG1ORRK,1413.2454220393643
0OIKLN7X,1284.4786305061753
0OJDCR8R,183.2788321372355
0OKQ03FF,2159.879599655969
0OMU5QWN,839.4885567414756
0ONKKXV3,638.6893129971104
0OZ27UOS,1628.7409972642643
0OZ2S3PQ,2478.5265772365915
0OZ34KBF,998.6438463731265
0OZIG2KC,304.80172582433016
0P0JFC7O,1364.2623462737986
0P0OLL05,948.425835365829
0P1VGGO0,423.6922329969018
0P2QET30,792.5480788024204
0P3SCHUI,1219.7937023488535
0P4XLX7Y,905.6029887673228
0P5ITG3J,816.9390880260418
0P6Z9K6O,1169.778340740416
0P7W1HLO,1057.5032395775943
0P9ZKYFE,614.0234785448615
0PBGQS1V,1003.7434035658446
0PBS6JPC,700.0431199688703
0PC3FKKY,1443.7568635364687
0PCNEYTJ,1295.617260787697
0PENE8KG,803.4041211502816
0PFDXSER,714.0039761601743
0PGHJ4F0,1053.8456088884648
0PHG500X,933.0745653065333
0PI5867H,911.3630240270184
0PIJ5C2G,1195.752988289589
0PJXC3PP,1824.9442252105796
0PS2WNLZ,1507.6246538361108
0PSEKQO8,1183.020873189028
0PTVUVZS,1397.823784435988
0PWK2FYK,2358.6422678738854
0PYNSMMX,1579.3080980913116
0Q199J62,1793.8970772405366
0Q4FZ7V4,1303.4162423356809
0Q4XUDC2,800.6456687339991
0Q6LLSSG,1365.0519181969448
0Q70RMOQ,732.2630230110929
0Q7PU4VS,1760.4701096789336
0Q8KURPT,148.15326664301466
0Q96MJGX,1442.6616739477372
0QA4LWNM,1250.3474721365387
0QC9PPD7,1591.8968189101054
0QCKIQDS,2114.628645620108
0QCZDN6F,2283.1572751435765
0QDPDAHR,2009.095857567543
0QDTI33I,527.0709131417238
0QH1Y4YC,1059.7058611456582
0QJ8PZ31,1543.6025138705486
0QJ94WPK,798.6622757853637
0QKD2ZW5,181.85536454761998
0QLR672E,2256.5608407337695
0QN466PB,967.0302676691231
0QO40BNN,1051.5774887861176
0QOKSZ66,1410.5661376395306
0QU1U92E,1330.3995190514988
0QV22TGI,351.18983469209843
0R0K9MYK,599.8432954136374
0R0Z5YPV,805.1892599929602
0R1S26EI,783.694254130061
0R301I9W,782.7903978425904
0R3FOOCT,1051.235062026538
0R3OF7FU,1417.658360342178
0R5G62LL,370.26314466265643
0R7U9O38,759.9835529095699
0R93UC2Y,1248.4703489532776
0RA6YHBJ,947.8496992401284
0RATHRN5,2298.2373398416803
0RC207L4,762.1571336423867
0RDD6KVR,1224.1720437938106
0RE2U2O0,541.2771359443489
0RF8PFHX,1665.8603083154078
0RFWXLDF,385.84282706158336
0RI0UE1W,1006.2854955706939
0RICOXPT,1453.7121618827741
0RIT0MYS,320.1042740754832
0RJ80UH7,21.54571715765235
0RJQYMAR,23.423670721547047
0RKBPXXR,1830.570559120081
0RLCLBZ0,1356.0944083387103
0RLI2SB5,437.87334873575634
0RNDZ5P3,785.1551934502702
0RT2PDI3,813.324042778034
0RTVF17N,1500.3643587145416
0RV8P2OR,745.4086028440179
0RVVLT0X,1645.6168047915978
0RWUAF3L,1060.2507428668155
0RWZ0V92,1034.2558596463496
0RX4ZGQI,2117.157561410978
0RXV7K7T,1182.4737231181512
0RZ0H57B,758.9591162653485
0RZBCECE,77.27041552531655
0S1PZRX9,1790.5777820314456
0S9HJFMS,1168.1211298535359
0SB72Q12,34.85307750674839
0SGXZPCP,485.67231612862355
0SI1A02F,192.81164002946667
0SICRNEN,998.5668362121623
0SIN5NTT,727.3830879051153
0SLU6UM1,2556.310628576337
0SRVV80H,828.7441367218844
0SSQEJ82,916.7036660153907
0SSR5RVM,834.6977564057997
0ST6IW0B,1425.9906025312719
0SUJJVX0,1103.1728920403657
0SWL1JRO,997.989578678411
0SYF11XQ,971.2441435474049
0SZ06R1G,801.6840042431841
0T0DHQOK,1246.5191069381553
0T0LP2XD,360.2889316920495
0T15NADQ,525.1472600826033
0T1LU2M3,555.2465816151549
0T3C5OUV,789.7055259967324
0T5EEWYJ,1008.3177681243255
0T5KUEVE,646.6920046163583
0T6JJN92,993.890379756691
0TA2ECAK,2249.4504590679044
0TAFXPA6,1931.0147401976214
0TBLOGIH,821.872687424223
0TI24DBX,1901.7642617906226
0TI6TA4M,1243.0264812088499
0TKBTM97,719.725578472881
0TKZNS9A,1793.3295333180392
0TN766FG,725.0847304077043
0TNSRE1C,986.8744486823069
0TOHH4UX,1187.5790789376285
0TOQIPMK,1944.4432467257748
0TQO3QFK,1387.9199417441134
0TQZYGAC,1554.592649399619
0TRLIIM3,634.0370248916806
0TSHAMTM,2033.7867605440251
0TV28877,1423.20751003098
0TW190QJ,832.7365874063375
0U0ZA28E,559.4697232044691
0U2RVWK4,2872.063759158215
0U6JHKPP,1651.0939282682893
0UCZ75GV,1172.4055770021157
0UDIO2I0,798.9059111720442
0UFZ1IA0,1503.832007785443
0UH33IU1,1513.4456973955678
0UMA5PJB,2828.1838310519847
0UNSCKT8,1329.0730814269825
0UO2KN4O,691.6455913557362
0UOKEDFR,1707.196285776725
0UOPHS0E,1784.5120064064172
0UPV6A5K,1391.590416554064
0USYFU0C,169.2579527768475
0UT5L4B2,1028.868505285229
0UUI99JQ,1568.3748493159944
0UWYW945,649.4395959145692
0V0YDHB1,1048.3488770983893
0V1137PK,941.9641126397407
0V24LIXY,1495.482680221205
0V33WJ9G,1542.886817968894
0VAVVB19,859.5200587287281
0VDNUZT9,878.9997982544365
0VGCR72M,1402.801791816281
0VHUMEST,2631.449072419438
0VHZVNSK,1728.472763556915
0VIAIEJF,1621.33892458574
0VL08ENX,2081.1766177987397
0VMG4VYW,1241.5457566368582
0VN1J1AS,1629.2967533378273
